property_age,property_type,property_size_sqft,num_rooms,num_bathrooms,location_area,avg_market_price_per_sqft,requested_price,loan_to_value_ratio,approval_status
48,Independent House,3658,3,1,Madhapur,17199.84,62917022.66,60.73,1
36,Villa,1107,3,2,Malkajgiri,18662.33,20659203.84,56.53,1
22,Apartment,4849,2,4,Ibrahimpatnam,8641.98,41904941.89,85.78,0
21,Apartment,2793,1,5,Gachibowli,11131.07,31089083.62,63.31,0
48,Villa,1283,2,4,Nagole,6409.82,8223794.4,83.71,0
42,Apartment,4562,4,5,Dundigal,18407.14,83973355.63,76.72,1
44,Villa,3880,3,4,Kapra,3692.66,14327503.39,89.49,0
40,Villa,1894,1,4,Pragathi Nagar,8860.85,16782456.38,50.52,1
38,Apartment,2673,6,5,Chandanagar,7130.93,19060971.64,83.17,0
31,Apartment,1129,6,5,Shadnagar,8550.96,9654030.12,78.01,0
26,Independent House,1495,1,3,Kothur,8607.69,12868494.68,69.08,1
2,Villa,1286,4,4,Begumpet,3691.81,4747667.27,77.15,1
30,Independent House,2346,5,1,Hitech City,17848.91,41873552.03,67.19,1
49,Apartment,2725,2,1,Uppal,11043.98,30094858.7,87.32,0
49,Villa,3068,3,2,Thimmapur,11586.65,35547835.07,82.18,0
33,Independent House,4051,5,5,Bibi Nagar,17465.5,70752756.22,82.33,0
21,Apartment,2965,3,3,Pocharam,15302.05,45370576.01,87.93,0
16,Independent House,1920,3,1,Attapur,18538.45,35593822.65,79.54,0
12,Independent House,4875,6,1,Rai Durg,6836.64,33328613.65,63.61,0
50,Apartment,3754,3,5,ECIL,8116.86,30470680.45,64.08,1
28,Villa,4027,4,3,Alwal,6002.18,24170772.71,50.26,1
38,Apartment,2862,4,4,Manikonda,9681.06,27707181.68,59.62,1
8,Independent House,2259,3,1,Dundigal,12196.07,27550912.68,82.09,0
24,Apartment,1368,5,4,Manoharabad,17772.84,24313245.09,84.75,0
3,Independent House,2087,2,4,Nanakramguda,12054.72,25158205.26,72.55,0
27,Villa,822,5,1,Alwal,17932.13,14740210.05,83.99,0
16,Villa,3342,2,4,Isnapur,5375.85,17966084.01,71.06,0
1,Apartment,2208,2,2,Turkapally,7217.16,15935492.21,82.35,0
16,Independent House,4020,2,4,Kandukur,17043.2,68513650.44,75.51,1
31,Villa,3884,2,1,Turkapally,10893.68,42311071.48,85.88,0
13,Independent House,3273,1,3,Shamirpet,7351.25,24060636.6,82.38,0
8,Independent House,947,2,3,Bibi Nagar,12003.33,11367149.89,62.41,1
15,Independent House,2669,2,5,Rampally,17271.74,46098261.56,59.54,1
43,Apartment,903,5,1,Hitech City,8411.15,7595271.76,69.99,1
15,Independent House,996,4,1,Banjara Hills,8827.06,8791747.56,81.68,0
22,Apartment,2877,2,5,Jalpally,12154.29,34967905.98,50.69,1
12,Apartment,3337,5,4,Mallampet,7151.77,23865451.62,56.49,1
40,Villa,974,1,1,Nacharam,13851.09,13490963.6,68.62,0
30,Independent House,4209,5,5,Kandukur,8787.41,36986190.73,56.9,1
3,Villa,3869,6,3,Dundigal,6303.52,24388299.88,82.97,0
22,Independent House,2123,4,2,Gundla Pochampally,13195.96,28015026.19,56.16,0
25,Villa,1139,1,2,Himayatnagar,11192.94,12748753.68,65.5,1
11,Apartment,2060,6,3,Bowrampet,17774.31,36615068.8,64.09,1
22,Independent House,1070,2,3,Hitech City,5325.58,5698366.03,55.79,0
31,Villa,2107,6,2,Yadagirigutta,9653.16,20339217.72,71.51,0
7,Apartment,1019,5,4,Shankarpally,9603.94,9786413.74,63.7,0
39,Apartment,1283,3,2,Abids,13201.95,16938099.99,77.19,1
19,Independent House,2472,6,1,Madhapur,12511.74,30929030.18,64.59,1
48,Independent House,3871,4,1,Nanakramguda,17189.3,66539796.95,74.34,1
10,Apartment,1278,4,2,Gachibowli,13597.75,17377925.27,66.03,1
26,Apartment,4384,2,1,Bibi Nagar,14636.8,64167735.61,70.32,1
50,Apartment,1335,1,4,Ameerpet,3310.18,4419091.44,59.92,0
8,Apartment,1186,1,4,Shadnagar,15018.59,17812047.27,72.24,1
11,Independent House,531,2,2,Vikarabad,12826.99,6811132.22,83.66,0
39,Independent House,4654,1,3,Shamshabad,18579.99,86471269.02,63.19,1
13,Villa,3074,4,3,Nacharam,7320.1,22501975.07,88.83,0
34,Independent House,2549,1,5,Quthbullapur,15262.61,38904381.87,85.78,0
47,Independent House,2226,3,2,Nanakramguda,15992.82,35600023.43,64.43,1
11,Villa,538,6,4,Vikarabad,14392.66,7743253.2,58.57,1
42,Villa,3523,2,3,Tukkuguda,13313.36,46902963.68,65.75,1
47,Apartment,666,3,3,Begumpet,11819.39,7871710.69,69.1,1
14,Apartment,3532,6,4,Manikonda,13023.43,45998753.33,52.32,1
46,Independent House,4796,5,3,Bhongir,4567.08,21903722.45,59.32,1
46,Villa,2114,5,1,Bhongir,10168.65,21496535.76,60.53,1
28,Villa,2057,2,3,Ameerpet,16970.07,34907436.51,63.4,0
29,Villa,3837,6,5,Ghatkesar,11764.65,45140953.59,79.22,1
34,Apartment,4111,1,1,Malkajgiri,3837.56,15776190.38,75.39,1
28,Independent House,2971,6,2,Ameerpet,5536.98,16450353.82,53.56,0
25,Independent House,3755,4,3,Sangareddy,3381.4,12697147.6,56.03,1
45,Villa,1530,2,2,ECIL,18999.19,29068765.41,77.86,0
2,Villa,3262,3,1,Malkajgiri,13569.77,44264597.61,50.03,1
22,Apartment,1736,6,1,Yacharam,8072.33,14013559.27,68.97,1
28,Independent House,2233,4,4,Nagole,7477.99,16698357.3,89.64,0
48,Apartment,3440,6,4,Secunderabad,10932.58,37608066.2,81.22,0
31,Apartment,2989,2,4,Mehdipatnam,10486.75,31344881.75,59.3,0
42,Villa,1386,4,5,Pocharam,6877.29,9531921.39,80.28,0
16,Apartment,4047,1,4,Malkajgiri,8321.42,33676773.39,56.69,1
5,Villa,3345,3,2,Kompally,8531.03,28536291.35,76.05,1
48,Apartment,4182,3,1,Ameerpet,17762.68,74283521.31,80.48,0
13,Villa,4763,3,1,Maheshwaram,10324.29,49174610.39,87.65,0
50,Villa,3775,3,2,Pargi,7107.97,26832573.32,89.29,0
18,Villa,2131,5,1,Alwal,15802,33674058.23,61.9,0
32,Independent House,1428,5,3,Nacharam,19977.95,28528519.41,76.59,1
27,Independent House,3842,3,5,Jubilee Hills,3469.16,13328530.99,51.43,1
28,Apartment,1723,4,4,Bibi Nagar,7633.89,13153195.91,85.64,0
20,Apartment,2143,6,5,Dilsukhnagar,19307.13,41375189.57,62.12,0
28,Apartment,1353,1,3,Thimmapur,15678.21,21212613.31,59.08,0
6,Villa,2772,6,4,Vikarabad,11453.29,31748507.03,81.44,0
37,Villa,3160,6,2,Kothapet,11658.52,36840929.77,75.3,1
28,Villa,921,4,2,Somajiguda,16025.05,14759074.55,77.85,0
47,Apartment,1586,6,4,Abids,16457.03,26100848.92,74.45,1
10,Apartment,1795,6,2,Tellapur,17198.79,30871821.79,55.67,1
10,Apartment,4283,2,2,Isnapur,14293.59,61219447.54,74.8,1
24,Villa,4005,5,3,Gundlapochampally,4600.34,18424363.87,79.19,0
45,Independent House,4970,4,5,Miyapur,18281.43,90858701.05,57.77,1
31,Independent House,531,1,2,Tellapur,5894.7,3130083.21,66.54,1
11,Apartment,4942,5,3,Thimmapur,10055.85,49696015.21,55.2,0
1,Independent House,3316,3,2,Tellapur,9235.73,30625679.43,69.3,1
27,Apartment,2497,3,2,Jubilee Hills,14938.54,37301533.71,55.45,1
34,Villa,4391,3,1,Ghatkesar,5638.42,24758323.64,53.85,0
9,Independent House,3433,4,2,Pargi,7481.9,25685371.84,82.34,0
42,Independent House,3791,4,1,Jubilee Hills,3756.88,14242340.55,71.3,1
46,Apartment,4370,3,2,Quthbullapur,9458.14,41332087.52,67.45,1
36,Independent House,2195,1,4,Banjara Hills,11008.34,24163315.1,50.02,1
47,Villa,2197,2,5,Maheshwaram,11586.47,25455470.12,82.17,0
41,Independent House,4743,4,2,Nagaram,17253.24,81832100.29,71.38,1
10,Villa,3663,1,2,Begumpet,18905.33,69250212.98,84.12,0
45,Independent House,4131,1,2,Kollur,9065.73,37450539.26,75.71,0
26,Apartment,737,1,1,Banjara Hills,13000.5,9581366.11,72.28,1
19,Apartment,4843,3,3,Isnapur,4506.29,21823959.5,79.73,0
27,Apartment,3001,4,4,Safilguda,11412.93,34250203.72,71.3,1
30,Independent House,3997,1,5,Manoharabad,16206.99,64779334.14,71.19,0
33,Villa,3819,1,4,Nagaram,15675.13,59863325.94,78.51,0
34,Villa,4205,1,2,ECIL,10358.22,43556313.33,51.14,1
6,Independent House,2853,4,4,Ibrahimpatnam,14385.08,41040635.11,61.57,1
16,Independent House,2045,3,1,Yadagirigutta,19754.11,40397152.53,78.13,1
2,Villa,3414,6,1,Ghatkesar,15322.62,52311413.8,58.56,1
35,Villa,1767,3,2,Aushapur,10277.09,18159618.42,70.41,0
19,Apartment,548,1,2,ECIL,16599.25,9096391.16,72.03,0
26,Independent House,2274,3,2,Kondapur,11455.03,26048744.52,86.87,0
22,Independent House,809,5,2,Kollur,13713.08,11093880.37,83.39,0
8,Apartment,4836,6,1,Uppal,8691.16,42030465.04,56.05,1
26,Villa,1561,1,1,Maheshwaram,10540.83,16454237.98,72.39,1
26,Apartment,1168,6,1,Pragathi Nagar,12989.03,15171187.45,87.96,0
39,Apartment,2850,3,3,Nagaram,5609.9,15988224.1,59.14,0
3,Independent House,3245,4,5,Yacharam,12418.68,40298616.39,53.19,1
45,Independent House,2862,1,2,Shamirpet,7835.85,22426204.98,56.44,1
26,Apartment,1468,3,1,Tarnaka,14389.23,21123390.77,78.53,1
23,Villa,1477,6,1,Jubilee Hills,13771.37,20340311.6,84.48,0
34,Villa,4574,1,5,Ghatkesar,7039.08,32196751.4,71.2,0
19,Independent House,840,3,5,Beeramguda,3927.52,3299115.93,72.83,1
32,Villa,2757,6,1,Malkajgiri,10188.47,28089608.95,55.5,1
29,Apartment,581,3,3,Koheda,7872.25,4573776.3,55.18,1
29,Independent House,4526,3,2,Alwal,9191.33,41599966.52,58.31,0
30,Independent House,4924,6,4,Moula Ali,7227.66,35589001.76,55.14,1
38,Villa,3975,4,1,Tellapur,13747.71,54647142.35,86.22,0
9,Apartment,1323,4,4,Rampally,16367.92,21654753.33,89.05,0
49,Independent House,1001,3,3,Gundlapochampally,14729.3,14744031.74,54.74,1
31,Apartment,1160,1,3,Somajiguda,8900.33,10324388.46,74.13,1
36,Villa,1460,6,2,Bibi Nagar,17267.65,25210762.71,54.24,0
40,Villa,3107,5,2,Tolichowki,14693.02,45651215.43,53.67,1
20,Independent House,4409,1,5,Bowrampet,5871.08,25885591.69,61.85,1
46,Independent House,2083,6,4,Kapra,7793.19,16233212.88,72.85,1
44,Independent House,4936,6,4,Mehdipatnam,12481.96,61610969.2,59.54,1
12,Apartment,588,5,3,Jubilee Hills,17081,10043627.83,66.59,1
36,Independent House,3139,4,1,Financial District,18720.04,58762197.69,54.27,0
12,Apartment,3644,3,1,Thumkunta,12992.84,47345908.83,61.02,1
34,Independent House,639,1,5,LB Nagar,6042.65,3861252.52,59.63,1
13,Villa,2051,5,5,Gopanpally,19147.71,39271956.77,68.64,1
27,Villa,1378,3,5,Tolichowki,8838.74,12179785.27,57.68,1
47,Apartment,2114,4,2,Gundla Pochampally,11950.29,25262910.1,81.88,0
31,Apartment,4913,3,2,Isnapur,7092.44,34845175.8,57.64,1
42,Villa,4218,3,4,Koheda,19883.65,83869223.64,59.8,1
36,Independent House,2727,3,3,Mallapur,14840.91,40471157.61,89.08,0
19,Villa,1132,2,1,Tukkuguda,19260.01,21802332.56,73.14,1
11,Apartment,3412,6,5,Koheda,13974.31,47680346.22,70.13,1
3,Independent House,2727,2,2,Aushapur,14019.13,38230177.86,67.11,1
47,Villa,1437,4,4,Jalpally,7196.95,10342013.76,61.38,0
49,Independent House,704,1,4,Rajendranagar,16065.33,11309993.59,83.82,0
2,Apartment,4412,5,3,Bowenpally,16040.83,70772151.84,86.08,0
50,Villa,3770,2,1,Gundla Pochampally,7798.99,29402174.89,62,1
2,Independent House,972,6,2,Cherlapally,6869.26,6676923.39,76.59,0
7,Independent House,2326,5,5,Moula Ali,15114.46,35156222.56,87.9,0
9,Independent House,2984,1,5,Ghatkesar,16005.63,47760805.74,55.24,0
22,Independent House,4490,3,1,Manikonda,15551.28,69825266.51,60.08,1
27,Apartment,3091,1,5,Narsingi,18769.5,58016520.48,53.48,1
3,Apartment,4110,5,5,Somajiguda,6625.02,27228848.22,78.99,0
24,Apartment,3844,4,1,Quthbullapur,7602.72,29224857.54,63.45,0
37,Independent House,1066,6,3,Nallagandla,10823.53,11537879.24,76.33,1
6,Apartment,1297,6,4,Secunderabad,16301.19,21142644.81,82.27,0
26,Apartment,585,4,5,Keesara,8227.28,4812958.97,53.78,1
43,Apartment,923,3,5,Ameerpet,16506.59,15235584.87,88.29,0
35,Apartment,3403,6,4,Bibinagar,15312.11,52107126,64.04,1
18,Independent House,4407,6,1,Bolarum,12398.8,54641529.88,86.23,0
13,Villa,2192,5,1,Adibatla,14277.61,31296516.73,60.73,1
4,Independent House,3533,2,2,Shankarpally,6034.41,21319569.45,76.79,1
11,Villa,962,2,5,Nagaram,4567.08,4393528.86,59.53,0
13,Apartment,4627,1,5,Dundigal,16823.85,77843976.47,71.11,0
17,Independent House,4739,4,4,Financial District,6520.68,30901487.5,85.88,0
4,Villa,816,5,3,Dilsukhnagar,12222.26,9973361.6,60.04,1
11,Villa,2192,3,2,Tukkuguda,14482.59,31745827.47,79.55,1
6,Independent House,2067,2,3,Manoharabad,14497.83,29967015.05,58.33,1
40,Villa,2906,6,2,Bowenpally,17258.4,50152921.92,66.69,1
8,Independent House,4896,2,3,Tarnaka,12536.53,61378831.89,74,1
46,Apartment,3933,4,5,Pragathi Nagar,9544.35,37537941.18,75.66,0
18,Villa,2996,5,1,Bhongir,7110.56,21303242.2,55.43,0
41,Villa,3632,3,4,Kothapet,13991.82,50818293.26,81.76,0
28,Independent House,4679,5,4,Tellapur,8599.44,40236783.97,67.45,1
2,Independent House,798,6,1,Somajiguda,12074.21,9635217.59,60.31,1
18,Apartment,1537,3,3,Bhongir,15161.9,23303842.57,69.51,1
24,Villa,2043,3,3,Kandukur,10629.59,21716260.18,87.53,0
27,Independent House,3901,3,5,Ghatkesar,16874.93,65829116.15,50.26,1
19,Apartment,1738,4,1,Tukkuguda,7279.48,12651743.99,58.79,1
47,Independent House,772,1,1,Secunderabad,6223.89,4804845.07,75.16,1
25,Independent House,1845,3,5,Kothapet,4194.11,7738128.48,84.39,0
1,Independent House,1774,5,2,Miyapur,12768.63,22651543.31,56.13,1
42,Independent House,2933,3,5,Vikarabad,4326.67,12690137.71,61.89,1
47,Apartment,4715,6,1,Nanakramguda,4506.58,21248538.61,85.45,0
40,Villa,1741,6,3,Chengicherla,16595.47,28892715.1,74.85,1
16,Villa,4902,1,1,Financial District,15464.26,75805792.06,71.62,1
2,Villa,3717,6,4,Gachibowli,7735.38,28752391.76,61.29,1
47,Independent House,1895,4,4,Kapra,19564.03,37073841.68,77.57,1
18,Villa,4427,2,1,Moula Ali,11784.53,52170120.87,56.85,1
2,Apartment,1681,2,1,Gopanpally,9896.74,16636418.29,77.63,0
18,Independent House,2355,3,4,Pargi,3238.49,7626653.89,75.54,0
36,Independent House,4115,4,1,Shabad,7848.82,32297878.29,77.11,0
41,Independent House,4912,5,1,Nanakramguda,9833.44,48301855.52,71.47,1
30,Independent House,2595,4,2,Miyapur,11543.51,29955411.26,60.13,1
46,Apartment,1638,4,5,Nagole,16610.18,27207474.03,79.68,1
28,Apartment,4960,4,3,LB Nagar,10502.93,52094541.72,57.62,1
25,Villa,4431,5,1,Nagole,8062.85,35726492.01,69.16,1
31,Villa,1375,6,5,Somajiguda,16593.88,22816581.88,73.63,1
32,Apartment,2847,6,1,Isnapur,19548.86,55655604.31,87.71,0
42,Apartment,2351,3,1,Secunderabad,5315.21,12496058.73,74.85,1
38,Apartment,1789,5,4,Patancheru,19720.25,35279526.57,88.13,0
32,Apartment,4004,6,3,Beeramguda,18013.77,72127132.25,54.4,1
17,Independent House,4231,3,3,Kapra,3102.3,13125834.74,70.09,1
1,Villa,2575,2,4,Dilsukhnagar,3306.77,8514929.29,74.12,1
23,Villa,2603,2,1,Ameerpet,14327.67,37294920.28,79.44,1
8,Independent House,1317,6,3,Kothapet,8459.98,11141788.18,51.03,0
38,Independent House,4124,4,3,Kukatpally,15796.96,65146683.28,61.07,0
46,Independent House,800,4,5,Rajendranagar,18148.32,14518655.84,87.96,0
36,Apartment,4385,2,1,Jeedimetla,11200.21,49112906.76,50.78,1
3,Independent House,4632,6,5,Begumpet,8593.89,39806883.23,84.28,0
24,Apartment,589,4,3,Nallagandla,11215.14,6605718.47,85.71,0
20,Apartment,2060,6,4,Turkapally,17785.94,36639045.41,89.11,0
26,Independent House,2833,4,2,Jubilee Hills,9658.44,27362350.69,68.34,1
5,Independent House,2495,1,2,Quthbullapur,12234.55,30525196.2,50.21,0
20,Apartment,2933,2,1,Pocharam,9254.19,27142525.47,66.02,0
29,Independent House,3895,3,1,LB Nagar,6824.67,26582093.79,70.46,0
21,Apartment,2474,4,2,Quthbullapur,6157.14,15232771.57,57.54,0
29,Villa,4691,1,2,Cherlapally,9750.21,45738250.92,80.42,0
19,Villa,3822,5,2,Ghatkesar,14220.15,54349403.2,66.81,1
50,Independent House,4510,2,4,Dundigal,13531.4,61026595.13,67.45,1
6,Villa,4553,4,2,Somajiguda,18680.45,85052079.13,83.76,0
8,Apartment,3162,5,2,Ghatkesar,16862.45,53319054.47,67.59,0
29,Independent House,2108,3,4,Miyapur,12977.68,27356950.28,87.52,0
25,Villa,1308,4,1,Financial District,19318.92,25269143.47,65.79,0
16,Apartment,2885,4,2,Pragathi Nagar,17843.21,51477668.75,83.72,0
6,Apartment,3170,5,4,Bhongir,8830.99,27994249.91,58.02,0
38,Independent House,3899,3,5,Shamshabad,8246.6,32153495.81,73.96,0
46,Villa,4524,4,3,Madhapur,14753.47,66744686.74,62.03,1
19,Independent House,3330,1,2,LB Nagar,19852.43,66108603.5,64.86,1
19,Villa,1639,4,1,Chintal,17167.69,28137848.26,85.04,0
37,Independent House,1405,3,4,Thumkunta,13127.23,18443754.82,66.56,1
40,Independent House,779,6,4,Rampally,19788.05,15414892.12,69.47,1
8,Independent House,3619,1,4,Mallapur,14791.7,53531157.95,78.98,1
36,Villa,4967,2,1,Manoharabad,14716.87,73098685.9,82.44,0
37,Villa,2982,6,1,Rai Durg,11268.67,33603161.11,71.46,0
37,Independent House,4998,6,2,Quthbullapur,17659.06,88259975.31,69.39,1
28,Apartment,716,5,1,Jalpally,19010.74,13611688.63,82.26,0
18,Independent House,1892,2,4,Shankarpally,16565.25,31341461.44,78.44,1
4,Villa,1598,1,4,Thimmapur,18141.28,28989767.9,61.53,0
14,Independent House,2927,6,4,Tellapur,15508.07,45392124.53,82.6,0
30,Villa,738,6,1,Aushapur,4418.3,3260707.51,77.55,1
11,Villa,3703,1,5,Shankarpally,4103.89,15196688.89,70.7,0
36,Independent House,4362,4,1,Rudraram,3825.63,16687376.73,62.13,1
37,Independent House,1864,2,3,Cherlapally,19100.24,35602845.9,60.99,1
43,Villa,3735,2,1,Secunderabad,10830.4,40451533.04,69.5,1
49,Villa,4900,1,4,Yacharam,16874.92,82687084.06,85.97,0
12,Apartment,3022,2,3,Chandanagar,17864.97,53987941.24,65.33,1
49,Apartment,4715,5,4,Turkapally,9227.31,43506784.47,75.7,1
5,Villa,597,5,5,Jalpally,15396.23,9191549.51,82.24,0
25,Independent House,1112,1,4,Kukatpally,3656.58,4066119.95,65.69,0
27,Independent House,1899,4,4,Abids,3997.4,7591055.74,64.02,0
49,Villa,4255,1,5,Mallapur,8007.31,34071119.41,76.66,1
21,Apartment,727,6,2,Maheshwaram,7269.25,5284745.24,77.69,1
43,Independent House,1578,1,3,ECIL,14741.23,23261654.78,62.61,1
43,Independent House,3511,1,1,Safilguda,16315.32,57283105.48,67.64,0
40,Apartment,2430,6,4,Rai Durg,6075.6,14763714.37,59.6,1
8,Apartment,3553,6,5,Shabad,14384.82,51109250.63,81.88,0
5,Villa,2007,1,5,Thimmapur,10039.59,20149466.82,62.39,1
28,Villa,3098,3,1,Chintal,7660.63,23732619.33,55.15,1
19,Apartment,2558,5,5,Yadagirigutta,12696.43,32477473.95,69.3,0
49,Independent House,2485,3,2,Kapra,16160.63,40159160.99,54.95,1
6,Apartment,4194,5,1,Uppal,14212.81,59608514.86,56.34,1
44,Apartment,2947,5,4,Abids,7619.08,22453441.38,61.59,0
13,Independent House,2012,2,5,Madhapur,6408.86,12894629.27,78.4,1
8,Apartment,741,3,5,Choutuppal,12746.2,9444936.6,50.68,1
33,Villa,4262,5,3,Tukkuguda,4282.08,18250214.47,56.38,1
22,Villa,3456,6,3,Attapur,9070.5,31347650.24,73.79,1
9,Villa,4263,6,4,Kothur,9152.38,39016591.74,57.78,0
25,Apartment,3056,2,1,Mangalpally,9321.82,28487481.95,63.76,1
45,Independent House,4999,1,5,Safilguda,13822.05,69096425.95,75.51,1
11,Independent House,1935,1,2,Koheda,10462.07,20244105.22,73.13,0
7,Apartment,1126,4,4,Ghatkesar,13159.37,14817454.61,74.56,1
42,Villa,4476,2,3,Malkajgiri,5126.42,22945859.3,56.13,1
34,Independent House,954,5,3,Abids,15418.99,14709715.09,53.48,0
11,Apartment,1135,4,3,Mallapur,17526.07,19892095.06,61.69,0
7,Apartment,588,1,3,Secunderabad,14624.56,8599244.19,64.21,1
19,Apartment,4409,1,5,Moinabad,12491.69,55075881.11,85.51,0
49,Apartment,3485,3,1,Tarnaka,4559.8,15890909.77,55.02,1
2,Independent House,3514,5,2,Keesara,5440.94,19119471.72,53.25,0
34,Apartment,3177,1,2,Moinabad,19476.86,61877987.46,52.84,1
46,Independent House,862,5,2,Mallampet,17920.16,15447174.63,60.48,0
33,Apartment,3085,4,1,Keesara,3310.35,10212433.21,67.08,1
28,Apartment,2871,1,2,Safilguda,5952.69,17090176.17,70.49,1
16,Apartment,4764,4,4,Banjara Hills,5654.57,26938387.49,86.85,0
14,Villa,4639,4,5,Pragathi Nagar,3369.85,15632728.43,73.93,0
33,Villa,3691,2,5,Gachibowli,8959.22,33068474.33,64.87,1
42,Apartment,3875,5,2,Nawabpet,13831.75,53598034.72,58.74,1
49,Villa,1037,1,4,Alwal,11712.57,12145933.08,66.09,1
23,Apartment,2147,2,2,Manoharabad,14276.12,30650833.05,79.34,1
9,Apartment,974,2,4,Tukkuguda,5602.79,5457113.19,65.84,0
5,Independent House,3989,2,5,Sagar Road,3816.76,15225042.03,85.08,0
38,Apartment,2767,5,3,Bowenpally,4381.22,12122839.07,78.04,1
2,Villa,1189,4,1,Uppal,8254.88,9815052.79,65.91,0
21,Villa,800,3,1,Narsingi,5977.58,4782065.83,66.78,0
28,Independent House,3299,6,4,Mallapur,8637.95,28496587.43,64.96,1
23,Villa,3436,1,4,Nagaram,18347.3,63041308.16,80.41,0
18,Independent House,2848,3,2,Banjara Hills,14511.08,41327569.61,80.77,0
3,Villa,2730,4,5,Dundigal,9584.27,26165068.74,61.93,1
24,Apartment,2364,2,2,Safilguda,18289.5,43236374.99,85.89,0
18,Apartment,3607,4,3,LB Nagar,11289.64,40721720.74,66.35,1
48,Independent House,4585,4,3,Vikarabad,19774.56,90666371.71,50.7,1
4,Villa,2242,1,4,Financial District,8898.8,19951113.5,53.85,1
19,Villa,2709,1,3,Secunderabad,18828.26,51005767.32,50.75,1
28,Independent House,1952,6,1,Bowrampet,12306.18,24021665.94,68.02,0
5,Villa,750,3,5,Kapra,6636.92,4977687.06,71.34,1
26,Apartment,3600,4,1,Kukatpally,18080.02,65088085.6,67.16,1
5,Independent House,3960,3,2,Kondapur,17428.43,69016573.56,63.46,0
16,Villa,4176,6,1,Jalpally,15301.78,63900240.17,75.84,1
35,Villa,3422,1,2,Ibrahimpatnam,18792.12,64306618.89,52.06,1
14,Apartment,568,6,1,Ameerpet,19963.74,11339404.59,76.65,1
45,Apartment,4433,6,3,Shamshabad,6467.19,28669048.59,69.06,1
14,Apartment,4165,5,4,Gundlapochampally,14339.27,59723063.19,69.55,0
1,Independent House,2353,3,3,Bowrampet,16242.08,38217618.95,68.31,1
22,Villa,4135,1,2,Maheshwaram,8749.21,36177991.79,72.08,1
22,Independent House,3644,2,3,Kothapet,17052.33,62138689.69,65.28,1
7,Independent House,4825,3,2,Dilsukhnagar,14203.29,68530890.43,52.67,1
9,Apartment,1456,3,5,Miyapur,9353.86,13619224.67,77.17,1
14,Apartment,772,4,5,Moula Ali,8813.97,6804383.84,68.47,0
8,Apartment,507,5,1,Kothapet,6084.4,3084790.45,75.95,1
23,Independent House,2716,3,2,Secunderabad,6906.71,18758612.49,57.37,0
33,Villa,3724,5,2,Nacharam,17715.53,65972643.51,67.45,0
44,Independent House,2994,4,2,Kothapet,3842.18,11503484.11,88.82,0
12,Independent House,2851,6,4,Adibatla,15463.35,44086020.54,51.9,0
10,Apartment,729,1,2,Financial District,13414.15,9778917.67,88.35,0
21,Villa,4187,1,1,Bhongir,14403,60305349.2,84.7,0
50,Apartment,2911,5,4,Shabad,17631.23,51324507.34,85.86,0
28,Apartment,727,1,2,Bowrampet,13583.28,9875042.43,85.59,0
31,Villa,3382,3,3,ECIL,8456.47,28599768.98,86.75,0
5,Independent House,3396,3,1,Pragathi Nagar,7371.14,25032396.77,80.31,0
28,Apartment,4882,3,5,Adibatla,4878.88,23818692.42,69.82,1
17,Independent House,2266,2,3,Nanakramguda,11053.13,25046395.4,74.28,0
25,Apartment,4300,5,4,Dilsukhnagar,7485.8,32188924.48,82.45,0
